titulo,autores,resumen,editorial,fecha,link
Stellate Ganglion Block in Subarachnoid Hemorrhage: A Promising Protective Measure against Vasospasm?,"de Barros Oliveira, Leonardo; Batista, Sávio; Prestes, Milena Zadra; Bocanegra Becerra, Jhon Ernesto; Rabelo, Nicollas Nunes; Bertani, Raphael; Welling, Leonardo Christiaan; Figueiredo, Eberval Gadelha","Resumen:BACKGROUND: Stellate ganglion block (SGB) may have protective effects in patients at risk of vasospasm following subarachnoid hemorrhage (SAH) due to reduced  sympathetic activity. However, the safety and clinical outcomes of SGB in this  scenario are not definitively known. The objective was to evaluate the safety,  clinical outcomes, and cerebral blood flow velocity in patients submitted to SGB  or cervical sympathectomy with SAH. METHODS: Following PRISMA guidelines, a  systematic review and meta-analysis of studies investigating SGB or cervical  sympathectomy use in SAH were conducted. PubMed, Cochrane Library, and Embase  were evaluated. Patients with mRS from 0 to 2, GOS from 4 to 5, or symptom  resolution were considered favorable clinical outcomes. Related mortality was  defined as death by vasospasm or delayed cerebral ischemia. RESULTS: The analysis  included eight studies comprising 182 patients. Only two studies employed SGB  prophylactically. The results revealed favorable outcomes in 52% of patients (95%  CI: 37% - 65%). The overall incidence of complications was 2% (95% CI: 0% - 26%).  The mortality rate was 13% (95% CI: 7% - 21%), with a vasospasm-related mortality  rate of 11% (95% CI: 2% - 20%). A decrease of cerebral blood flow velocity was  reported in four studies. CONCLUSION: The notable reduction in CBFV following  SGB, alongside positive outcomes and a low occurrence of mortality and  complications, highlights its significance as a therapeutic intervention for  vasospasm following SAH. While the number of studies evaluating SGB as a  preventive measure is limited, the promising results emphasize the importance of  future research.",Elsevier,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14724
Systematic Review on Methods for Detection and Diagnosis of Diabetic Retinopathy from the Year 2013 to 2023,"Ramos-Cosi, S.; Coquis-Flames, J.; Cieza Terrones, Michael Javier; Llulluy-Nuñez, D.; Alva- Mantari, A.","Resumen:Diabetes is an illness that causes a multiple number of complications, Diabetic Retinopathy being one of them. The high level of glucose in the bloodstream eventually causes damage to the blood vessels and narrowing, including the small blood vessels in the eyes. If left unattended, this causes changes in the retina, and it can affect vision and lead to blindness. The present study was conducted to review the most predominant methods of detection and diagnosis of Diabetic Retinopathy from the years 2013 to 2023. The selection of the documents was done using the Scopus database, and the data gathered was then processed using RStudio and Google Collaborate. After processing the 9610 documents that were gathered, it was shown that with the technological advancements in recent years, new ideas and ways of detecting and diagnosing diabetic retinopathy have been developed. These include ways to get images of the fundus of the eye and process them more efficiently through methods like the use of artificial intelligence or neural networks and deep learning, the construction of hardware using microcontrollers and the use of smartphone cameras to capture the image in order to lower the costs. The use of artificial intelligence for image processing is most dominant in current trends, but the work on the development of new hardware built for image capture is not as numerous in comparison.",Seventh Sense Research Group,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14727
The burden of antimicrobial resistance in the Americas in 2019: a cross-country systematic analysis,"Aguilar, GR; Swetschinski, LR; Weaver, ND; Ikuta, KS; Mestrovic, T; Gray, AP; Chung, E; Wool, EE; Han, C; Hayoon, AG; Araki, DT; Abdollahi, A; Abu-Zaid, A; Adnan, M; Agarwal, R; Dehkordi, JA; Aravkin, AY; Areda, D; Azzam, AY; Berezin, EN; Bhagavathula, AS; Bhutta, ZA; Bhuyan, SS; Browne, AJ; Castañeda-Orjuela, CA; Chandrasekar, EK; Ching, PR; Dai, XC; Darmstadt, GL; De la Hoz, FP; Diao, N; Diaz, D; dos Santos, WM; Eyre, D; García Apac, Coralith Marlinda; Haines-Woodhouse, G; Hassen, MB; Henry, NJ; Hopkins, S; Hossain, MM; Iregbu, KC; Iwu, CCD; Jacobs, JA; Janko, MM; Jones, R; Karaye, IM; Khalil, IA; Khan, IA; Khan, T; Khubchandani, J; Khusuwan, S; Kisa, A; Koyaweda, GW; Krapp Lopez, Fiorella del Carmen; Kumaran, EAP; Kyu, HH; Lim, SS; Liu, XF; Luby, S; Maharaj, SB; Maronga, C; Martorell, M; May, J; McManigal, B; Mokdad, AH; Moore, CE; Mostafavi, E; Murillo-Zamora, E; Mussi-Pinhata, MM; Nanavati, R; Nassereldine, H; Natto, ZS; Qamar, FN; Nunez-Samudio, V; Ochoa Woodell, Theresa Jean; Ojo-Akosile, TR; Olagunju, AT; Olivas-Martinez, A; Ortiz-Brizuela, E; Ounchanum, P; Paredes Sosa, José Luis; Patthipati, VS; Pawar, S; Pereira, M; Pollard, A; Ponce-De-Leon, A; Prates, EJS; Qattea, I; Reyes, LF; Roilides, E; Rosenthal, VD; Rudd, KE; Sangchan, W; Seekaew, S; Seylani, A; Shababi, N; Sham, S; Sifuentes-Osornio, J; Singh, H; Stergachis, A; Tasak, N; Tat, NY; Thaiprakong, A; Valdez, PR; Yada, DY; Yunusa, I; Zastrozhin, MS; Hay, SI; Dolecek, C; Sartorius, B; Murray, CJL; Naghavi, M; Antimicrobial Resistance Colla","Resumen:Background Antimicrobial resistance (AMR) is an urgent global health challenge and a critical threat to modern health care. Quantifying its burden in the WHO Region of the Americas has been elusive-despite the region's long history of resistance surveillance. This study provides comprehensive estimates of AMR burden in the Americas to assess this growing health threat.Methods Weestimated deaths and disability-adjusted life-years (DALYs) attributable to and associated with AMR for 23 bacterial pathogens and 88 pathogen-drug combinations for countries in the WHO Region of the Americas in 2019. We obtained data from mortality registries, surveillance systems, hospital systems, systematic literature reviews, and other sources, and applied predictive statistical modelling to produce estimates of AMR burden for all countries in the Americas. Five broad components were the backbone of our approach: the number of deaths where infection had a role, the proportion of infectious deaths attributable to a given infectious syndrome, the proportion of infectious syndrome deaths attributable to a given pathogen, the percentage of pathogens resistant to an antibiotic class, and the excess risk of mortality (or duration of an infection) associated with this resistance. We then used these components to estimate the disease burden by applying two counterfactual scenarios: deaths attributable to AMR (compared to an alternative scenario where resistant infections are replaced with susceptible ones), and deaths associated with AMR (compared to an alternative scenario where resistant infections would not occur at all). We generated 95% uncertainty intervals (UIs) for final estimates as the 25th and 975th ordered values across 1000 posterior draws, and models were cross-validated for out-of-sample predictive validity. Findings We estimated 569,000 deaths (95% UI 406,000-771,000) associated with bacterial AMR and 141,000 deaths (99,900-196,000) attributable to bacterial AMR among the 35 countries in the WHO Region of the Americas in 2019. Lower respiratory and thorax infections, as a syndrome, were responsible for the largest fatal burden of AMR in the region, with 189,000 deaths (149,000-241,000) associated with resistance, followed by bloodstream infections (169,000 deaths [94,200-278,000]) and peritoneal/intra-abdominal infections (118,000 deaths [78,600-168,000]). The six leading pathogens (by order of number of deaths associated with resistance) were Staphylococcus aureus , Escherichia coli , Klebsiella pneumoniae , Streptococcus pneumoniae , Pseudomonas aeruginosa , and Acinetobacter baumannii. Together, these pathogens were responsible for 452,000 deaths (326,000-608,000) associated with AMR. Methicillin-resistant S. aureus predominated as the leading pathogen-drug combination in 34 countries for deaths attributable to AMR, while aminopenicillin-resistant E. coli was the leading pathogen-drug combination in 15 countries for deaths associated with AMR. Interpretation Given the burden across different countries, infectious syndromes, and pathogen-drug combinations, AMR represents a substantial health threat in the Americas. Countries with low access to antibiotics and basic health-care services often face the largest age-standardised mortality rates associated with and attributable to AMR in the region, implicating specific policy interventions. Evidence from this study can guide mitigation efforts that are tailored to the needs of each country in the region while informing decisions regarding funding and resource allocation. Multisectoral and joint cooperative efforts among countries will be a key to success in tackling AMR in the Americas.",Elsevier,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14729
"Prevalence, awareness, treatment and control of high blood pressure in a cohort in Northern Andean Peru.","Sanchez-Samaniego, Giuliana; Hartinger Peña, Stella Maria; Mäusezahl, Daniel; Hattendorf, Jan; Fink, Günther; Probst-Hensch, Nicole","Resumen:BACKGROUND: Gaps exist along the high blood pressure (HBP) diagnosis-treatment-control pathway in high, low and middle-income countries.  OBJECTIVE: To determine the prevalence of HBP and to describe the levels of  awareness, control and treatment of HBP in the rural Peruvian Andes. METHODS:  This cross-sectional study is embedded into a multigenerational cohort. We  analysed data of all adult participants aged ≥ 30 years (n = 2752) who answered a  baseline health and lifestyle questionnaire and underwent a physical examination,  which included three blood pressure readings. HBP was defined as measured  systolic or diastolic blood pressure (BP) ≥140 and/or 90 mm Hg and/or  self-reported physician-diagnosed hypertension and/or self-reported  antihypertensive intake. The determinants of the prevalence of HBP, unawareness  of HBP and uncontrolled HBP were assessed using mixed-effect logistic  regressions. RESULTS: HBP was present in 18.9% of the participants. Of those with  measured HBP, 72.2% were unaware of their HBP. Among those with a diagnosed or  medically treated hypertension, 58.4% had uncontrolled HBP. The prevalence of HBP  was higher in women (OR: 1.12, CI: 1.02-1.24), increased with age (OR: 1.01, CI:  1.01-1.01) and the presence of family history of hypertension (OR: 1.15, CI:  1.08-1.24), and decreased with healthier lifestyle score (OR: 0.93, CI:  0.91-0.95). Unawareness of HBP was lower among women (OR: 0.56, CI: 0.38-0.83),  higher among participants living over 3000 m Above Sea Level (OR: 1.15, CI:  1.03-1.27) and decreased with age (OR: 0.99, CI: 0.98-0.99). CONCLUSIONS:  Unawareness of HBP was high, few HTN patients received treatment and BP remained  high in the presence of antihypertensive treatment.",Taylor and Francis,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14719
Sensitivity and specificity of the ICDAS II system and bitewing radiographs for detecting occlusal caries using the Spectra™ caries detection system as the reference test in children,"Caceda, Jorge H.; Jiang, Shuying; Calderón Ubaqui, Victor; Villavicencio Caparo, Ebigen","Resumen:Background: Most studies assessing the sensitivity and specificity of caries detection methods have been performed in vitro using the histological method as the gold standard showing inconsistent values. The aim of this study was to compare the sensitivity and specificity in detecting occlusal caries using the International Caries Detection and Assessment System (ICDAS II) with the radiographic method (RM), while using the Spectra™ Caries Detection System (SCDS) as the reference test. Methods: One hundred sixty children, ages 7–12 years, participated in the study. Five zones in the occlusal surfaces of 859 primary and 632 first permanent molars were examined visually using ICDAS-II, the RM using bitewing radiographs and SCDS. The descriptive statistics of sensitivity and specificity were calculated and compared. Results: For all molars combined and for primary molars only, the sensitivity of ICDAS II was higher for detecting total caries (p < 0.001), caries in enamel (p < 0.001), and caries in dentin (p = 0.016), but it was not different for detecting caries in the dentin of permanent first molars (p = 0.214), and primary second molars (p = 0.761). The specificity of RM was higher for detecting total caries, caries in enamel for all molars combined and for permanent first molars (p < 0.001). For caries in dentin, the specificity of ICDAS II was higher for all molars combined and for primary molars only (p < 0.001). For total caries in primary molars only, and caries in dentin of permanent first molars only, the specificity was not different (p = 0.156 and p = 0.181 respectively). Conclusions: The sensitivity and specificity of ICDAS II and RM changes depending on whether the carious lesion compromises the enamel or dentin, and if the caries detection is performed in the primary molars or permanent first molars.",BioMed Central,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14720
"Situational Descriptive Analysis of COVID-19 in Pregnant Women and Perinatal Outcomes at the Lircay Hospital, Huancavelica-Peru, from May 2020 to April 2021","Cardenas-Pineda, L.; Solano-Tacza, J.; Capani-Jurado, G.; Saenz, L.J.A.; Ordoñez-Ccora, G.; Cieza Terrones, Michael Javier; Mantari, A.A.","Resumen:This situational descriptive study of COVID-19 in pregnant women aims to identify the perinatal outcomes of pregnant women who suffered from COVID-19 treated at the Lircay hospital from May 2020 to April 2021. Methodology: observational, retrospective, cross-sectional research developed on 124 pregnant women diagnosed with COVID-19. Results: Of 124 pregnant women with COVID-19, 65% are between 20 and 34 years old, 82% are of rural origin, and 95% are housewives. 100% presented mild COVID-19. The births were preterm in 6%, term in 91%, and post-term in 3%. The births were vaginal in 85% and cesarean section in 15%. Hypertensive disorders of pregnancy were the most frequent pathology (19%). The most frequent complications observed in the fetus were hypoxia 19%, oligohydramnios (6%), and IUGR (6%); the amniotic fluid at birth was fluid green (10%) and meconium (5%). The Apgar at minute was 7 to 10 minutes in 93%, 4 to 6 in 6%, and 1% had less than 4, and at 5 minutes, 99% had an Apgar of 7 to 10. Newborn tested positive for COVID-19. Conclusion: The perinatal pregnant women with mild COVID-19 presented fetal hypoxia, fluid green amniotic fluid and meconium, a situation that suggests a compromise of fetal oxygenation and a newborn was positive for the test.",Seventh Sense Research Group,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14721
"Streptococcus pneumoniae serotype 19A in hospitalized children with invasive pneumococcal disease after the introduction of conjugated vaccines in Lima, Peru.","Ochoa Woodell, Theresa Jean; Del Águila, Olguita; Reyes, Isabel; Chaparro Dammert, Luis Eduardo; Castillo Díaz, María Esther; Campos, Francisco; Saenz, Andrés; Hernandez, Roger; Luna Muschi, Alessandra Joanna; Castillo Tokumori, Franco; Montero Quiñe, Andrea Estefania; Gonzales Jaimes, Brayan Enrique; Mercado Zarate, Erik Hernan","Resumen:BACKGROUND: The Pneumococcal conjugate vaccine (PCV) has decreased cases of invasive pneumococcal disease (IPD) worldwide. However, the impact of PCVs  introduction may be affected by the serotype distribution in a specific context.  METHODS: Cross-sectional multicenter passive surveillance study of IPD cases in  pediatric patients hospitalized in Lima, Peru between 2016 and 2019 (after PCV13  introduction) to determine the serotype distribution and antimicrobial resistance  of Streptococcus pneumoniae. Serotyping was performed by a sequential multiplex  PCR and confirmed by whole genome sequencing. RESULTS: Eighty-five S. pneumoniae  isolates were recovered (4.07/100,000 among children <60 months of age). Serotype  19A was the most common (49.4%). Children infected with serotype 19A in  comparison with children infected with other serotypes were younger, had a lower  rate of meningitis and higher rates of pneumonia, complicated pneumonia and  antimicrobial resistance; 28.6% of patients with serotype 19A have received at  least one dose of PCV13 vs. 62.8% of patients with other serotypes. Using  MIC-breakpoints, 81.2% (56/69) of non-meningitis strains and 31.2% (5/16) of  meningitis strains were susceptible to penicillin; 18.8% (3/16) of meningitis  strains had intermediate resistance to ceftriaxone. Resistance to azithromycin  was 78.8% (67/85). Serotype 19A frequency increased over time in the same study  population, from 4.2% (4/96) in 2006-2008, to 8.6% (5/58) in 2009-2011, to 49.4%  (42/85) in the current study (2016-2019) (p < 0.001). CONCLUSIONS: After PCV13  introduction in Peru, serotype 19A remains the most prevalent; however, the  vaccination coverage is still not optimal. Therefore, additonal surveillance studies are needed to determine the remaining IPD burden.",Elsevier,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14726
The 2023 report of the Lancet Countdown on health and climate change: the imperative for a health-centred response in a world facing irreversible harms,"Romanello, M.; Napoli, C.D.; Green, C.; Kennard, H.; Lampard, P.; Scamman, D.; Walawender, M.; Ali, Z.; Ameli, N.; Ayeb-Karlsson, S.; Beggs, P.J.; Belesova, K.; Berrang Ford, L.; Bowen, K.; Cai, W.; Callaghan, M.; Campbell-Lendrum, D.; Chambers, J.; Cross, T.J.; van Daalen, K.R.; Dalin, C.; Dasandi, N.; Dasgupta, S.; Davies, M.; Dominguez-Salas, P.; Dubrow, R.; Ebi, K.L.; Eckelman, M.; Ekins, P.; Freyberg, C.; Gasparyan, O.; Gordon-Strachan, G.; Graham, H.; Gunther, S.H.; Hamilton, I.; Hang, Y.; Hänninen, R.; Hartinger Peña, Stella Maria; He, K.; Heidecke, J.; Hess, J.J.; Hsu, S.-C.; Jamart, L.; Jankin, S.; Jay, O.; Kelman, I.; Kiesewetter, G.; Kinney, P.; Kniveton, D.; Kouznetsov, R.; Larosa, F.; Lee, J.K.W.; Lemke, B.; Liu, Y.; Liu, Z.; Lott, M.; Lotto Batista, M.; Lowe, R.; Odhiambo Sewe, M.; Martinez-Urtaza, J.; Maslin, M.; McAllister, L.; McMichael, C.; Mi, Z.; Milner, J.; Minor, K.; Minx, J.C.; Mohajeri, N.; Momen, N.C.; Moradi-Lakeh, M.; Morrissey, K.; Munzert, S.; Murray, K.A.; Neville, T.; Nilsson, M.; Obradovich, N.; O'Hare, M.B.; Oliveira, C.; Oreszczyn, T.; Otto, M.; Owfi, F.; Pearman, O.; Pega, F.; Pershing, A.; Rabbaniha, M.; Rickman, J.; Robinson, E.J.Z.; Rocklöv, J.; Salas, R.N.; Semenza, J.C.; Sherman, J.D.; Shumake-Guillemot, J.; Silbert, G.; Sofiev, M.; Springmann, M.; Stowell, J.D.; Tabatabaei, M.; Taylor, J.; Thompson, R.; Tonne, C.; Treskova, M.; Trinanes, J.A.; Wagner, F.; Warnecke, L.; Whitcombe, H.; Winning, M.; Wyns, A.; Yglesias-González, Marisol; Zhang, S.; Zhang, Y.; Zhu, Q.; Gong, P.; Montgomery, H.; Costello, A.","Resumen:The Lancet Countdown is an international research collaboration that independently monitors the evolving impacts of climate change on health, and the emerging health opportunities of climate action. In its eighth iteration, this 2023 report draws on the expertise of 114 scientists and health practitioners from 52 research institutions and UN agencies worldwide to provide its most comprehensive assessment yet.",Elsevier,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14728
"Sodium content in commonly consumed away-from-home food in three areas of Metropolitan Lima, Peru.","Meza Hernandez, Mayra Milagros; Duran Galdo, Rafael Federico; Torres Schiaffino, Daniella; Saavedra Garcia, Lorena Maria","Resumen:The aim of this study was to characterize the sodium content in commonly consumed away-from-home food in three areas of Metropolitan Lima. We conducted a  cross-sectional study, in which twenty frequently consumed foods were identified  according to the place of sale. Sodium content was determined through atomic  absorption spectroscopy in preparations collected in 2019. The median sodium  content in street food products was 492.36 mg/100g (IQR: 83.93 - 918.78), 471.37  mg/100 g in artisanal food (IQR: 76.04 - 765.39) and 471.06 mg/100 g in fast food  (IQR: 115.31 - 695.18). Sixty-five percent of the foods were classified as having  high sodium content according to Peruvian regulations, while 30% of the  preparations had high sodium content, according to UK parameters. Most food sold  and consumed away from home have high sodium content. It is essential to engage  all stakeholders involved in food preparation for away-from-home consumption in  order to raise awareness and involve them in the promotion of policies aimed at  reducing sodium intake.","Instituto Nacional de Salud, Perú",2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14722
Design of a Mobile Application to Predict Anemia,"Cano Lengua, M.A.; Martinez Olivo, Y.J.; Bustamante Oncoy, M.R.; Yarasca Paño, A.M.; Villaverde Medrano, Hugo; Rosas Culcos, F.R.","Resumen:The problem of anemia is perceived by different countries of the world; those who present it the most are children, adolescents, and pregnant women; in this investigation, an application for the prevention of anemia was designed. The report provided by the application is based on the intake of food consumed daily at breakfast, lunch and/or dinner. It is presented in a personalized way by mail or WhatsApp web; the evaluation is carried out according to the nutritional properties of the food according to the registered database. The algorithm was developed in C++ software and designed using the Scrum reference framework. This methodology was chosen because you have set tasks and deadlines, plus you can work with a small team. This design was validated by expert judgment, which yielded a 19.6 in the dimension of efficiency, and the validation of the survey was carried out with Comgrach's alpha, the result of which was an evaluation range of 0.898, whose rating was Good.",Seventh Sense Research Group,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14708
Incorporating environmental heterogeneity and observation effort to predict host distribution and viral spillover from a bat reservoir,"Ribeiro, Rita; Matthiopoulos, Jason; Lindgren, Finn; Tello, Carlos; Zariquiey, Carlos M.; Valderrama Bazán, William David; Rocke, Tonie E.; Streicker, Daniel G.","Resumen:Predicting the spatial occurrence of wildlife is a major challenge for ecology and management. In Latin America, limited knowledge of the number and locations of vampire bat roosts precludes informed allocation of measures intended to prevent rabies spillover to humans and livestock. We inferred the spatial distribution of vampire bat roosts while accounting for observation effort and environmental effects by fitting a log Gaussian Cox process model to the locations of 563 roosts in three regions of Peru. Our model explained 45% of the variance in the observed roost distribution and identified environmental drivers of roost establishment. When correcting for uneven observation effort, our model estimated a total of 2340 roosts, indicating that undetected roosts (76%) exceed known roosts (24%) by threefold. Predicted hotspots of undetected roosts in rabies-free areas revealed high-risk areas for future viral incursions. Using the predicted roost distribution to inform a spatial model of rabies spillover to livestock identified areas with disproportionate underreporting and indicated a higher rabies burden than previously recognized. We provide a transferrable approach to infer the distribution of a mostly unobserved bat reservoir that can inform strategies to prevent the re-emergence of an important zoonosis.",Royal Society Publishing,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14711
Health equity: access to quality services and caring for underserved populations,"Lazo Porras, María de los Ángeles; Penniecook, Tricia","Resumen:Barriers to access to quality services and caring for underserved populations are a call to action for researchers and other key partners to achieve health equity. In order to accomplish this, several key partners play important roles. More participation of younger generations, women and people of color from different contexts should be encouraged and facilitated. This editorial serves to present this journal issue that includes the articles of young women from low- and middle-income countries. Different methodologies are used to demonstrate the problem of access to quality services and care in a comprehensive way. After understanding the public health problems using an equity lens, we need to implement evidence-based interventions to improve the health system response.",Oxford University Press,2023,https://repositorio.upch.edu.pe/handle/20.500.12866/14710
